종목명,현재가,전일비,등락률,매수호가,매도호가,거래량,거래대금,전일거래량,종목명_전처리,종목코드,level_0,시가총액,시가총액순위,상장주식수,액면가l매매단위,외국인한도주식수(A),외국인보유주식수(B),외국인소진율(B/A),투자의견l목표주가,52주최고l최저,PERlEPS(2021.06),추정PERlEPS,PBRlBPS (2021.06),배당수익률l2020.12,동일업종 PER,동일업종 등락률,배당수익률,PERlEPS(2020.12),PBRlBPS (2020.12),PERlEPS(2021.03),PBRlBPS (2021.03),PERlEPS(2021.05),PBRlBPS (2021.05),배당수익률l2020.11,PERlEPS(2020.06),PBRlBPS (2020.06)
비피도 *,13450.0,50.0,-0.37%,13400.0,13450.0,30740.0,411.0,36194.0,비피도,238200,99,"1,100  억원",코스닥 914위,8180000,500원  l  1주,8180000,220951,2.70%,N/A  l  N/A,"19,900  l  8,517",24.06배  l  559원,N/A  l  N/A,"2.13배  l  6,306원",,107.03배,+0.01%,,,,,,,,,,
압타바이오 *,53300.0,200.0,-0.37%,53300.0,53400.0,194789.0,10580.0,256368.0,압타바이오,293780,100,"5,914  억원",코스닥 148위,11095233,500원  l  1주,11095233,361123,3.25%,N/A  l  N/A,"62,100  l  13,162",N/A  l  -357원,N/A  l  N/A,"17.67배  l  3,016원",,107.03배,+0.01%,,,,,,,,,,
삼천당제약 *,52200.0,200.0,-0.38%,52200.0,52300.0,178002.0,9282.0,196588.0,삼천당제약,000250,101,"1조  1,885  억원",코스닥 53위,22768041,500원  l  1주,22768041,880650,3.87%,N/A  l  N/A,"95,700  l  47,200",N/A  l  -477원,N/A  l  N/A,"6.35배  l  8,225원",,107.03배,+0.01%,,,,,,,,,,
삼성제약,7110.0,30.0,-0.42%,7110.0,7120.0,399816.0,2862.0,522409.0,삼성제약,001360,102,"4,775  억원",코스피 379위,67162079,500원  l  1주,67162079,3035369,4.52%,N/A  l  N/A,"13,450  l  3,360",N/A  l  -629원,N/A  l  N/A,"3.24배  l  2,193원",,107.03배,+0.01%,,,,,,,,,,
큐브앤컴퍼니 *,2290.0,10.0,-0.43%,2285.0,2290.0,51897.0,118.0,110952.0,큐브앤컴퍼니,043090,103,852  억원,코스닥 1092위,37225728,500원  l  1주,37225728,387673,1.04%,N/A  l  N/A,"3,400  l  1,125",N/A  l  -228원,N/A  l  N/A,3.51배  l  652원,,107.03배,+0.01%,,,,,,,,,,
동구바이오제약 *,9000.0,40.0,-0.44%,8990.0,9000.0,153689.0,1378.0,117925.0,동구바이오제약,006620,104,"2,562  억원",코스닥 404위,28464992,500원  l  1주,28464992,165634,0.58%,N/A  l  N/A,"16,074  l  7,106",34.88배  l  258원,N/A  l  N/A,"2.58배  l  3,493원",0.38%,107.03배,+0.01%,,,,,,,,,,
경동제약 *,10550.0,50.0,-0.47%,10550.0,10600.0,79171.0,835.0,126775.0,경동제약,011040,105,"3,246  억원",코스닥 313위,30768766,500원  l  1주,30768766,2034031,6.61%,N/A  l  N/A,"14,700  l  9,120",31.97배  l  330원,N/A  l  N/A,"1.11배  l  9,538원",4.74%,107.03배,+0.01%,,,,,,,,,,
이연제약,55900.0,300.0,-0.53%,55900.0,56100.0,235605.0,13190.0,308506.0,이연제약,102460,106,1조  61  억원,코스피 240위,17998577,500원  l  1주,17998577,111691,0.62%,N/A  l  N/A,"77,700  l  15,950",151.49배  l  369원,N/A  l  N/A,"4.28배  l  13,075원",0.35%,107.03배,+0.01%,,,,,,,,,,
에스씨엠생명과학 *,27150.0,150.0,-0.55%,27150.0,27200.0,23038.0,626.0,30455.0,에스씨엠생명과학,298060,107,"3,264  억원",코스닥 309위,12021854,500원  l  1주,12021854,836308,6.96%,N/A  l  N/A,"60,300  l  24,100",N/A  l  -557원,N/A  l  N/A,"5.88배  l  4,619원",,107.03배,+0.01%,,,,,,,,,,
셀트리온,267500.0,1500.0,-0.56%,267500.0,268000.0,387019.0,103855.0,595228.0,셀트리온,068270,108,"36조  8,975  억원",코스피 10위,137934716,"1,000원  l  1주",137934716,28633501,20.76%,"4.00매수  l  363,333","396,239  l  229,299","62.72배  l  4,265원","53.00배  l  5,069원","9.99배  l  26,773원",,107.03배,+0.01%,,,,,,,,,,
국제약품,8170.0,50.0,-0.61%,8160.0,8170.0,830878.0,6850.0,2666244.0,국제약품,002720,109,"1,575  억원",코스피 709위,19276090,"1,000원  l  1주",19276090,118527,0.61%,N/A  l  N/A,"13,567  l  6,000",N/A  l  -105원,N/A  l  N/A,"2.11배  l  3,879원",,107.03배,+0.01%,,,,,,,,,,
중앙백신 *,16050.0,100.0,-0.62%,16050.0,16100.0,23379.0,376.0,22645.0,중앙백신,072020,110,"1,599  억원",코스닥 664위,9960000,500원  l  1주,9960000,212818,2.14%,N/A  l  N/A,"22,100  l  15,450",50.63배  l  317원,N/A  l  N/A,"1.75배  l  9,193원",0.44%,107.03배,+0.01%,,,,,,,,,,
셀트리온헬스케어 *,112800.0,700.0,-0.62%,112800.0,112900.0,432938.0,49005.0,649786.0,셀트리온헬스케어,091990,111,"17조  4,862  억원",코스닥 1위,155019169,"1,000원  l  1주",155019169,26454770,17.07%,"4.00매수  l  144,286","177,100  l  79,827","81.98배  l  1,376원","61.00배  l  1,843원","8.60배  l  13,116원",,107.03배,+0.01%,,,,,,,,,,
뉴트리 *,29500.0,200.0,-0.67%,29500.0,29550.0,18441.0,544.0,23093.0,뉴트리,270870,112,"2,688  억원",코스닥 383위,9113224,500원  l  1주,9113224,285608,3.13%,"4.00매수  l  48,000","43,350  l  18,900","11.14배  l  2,649원",N/A  l  N/A,"3.01배  l  9,797원",0.85%,107.03배,+0.01%,,,,,,,,,,
셀트리온제약 *,152200.0,1300.0,-0.85%,152200.0,152300.0,153883.0,23555.0,207212.0,셀트리온제약,068760,113,"5조  5,627  억원",코스닥 4위,36548513,500원  l  1주,36548513,2719528,7.44%,N/A  l  N/A,"268,871  l  98,547",157.23배  l  968원,N/A  l  N/A,"17.51배  l  8,690원",,107.03배,+0.01%,,,,,,,,,,
휴온스 *,58200.0,500.0,-0.85%,57900.0,58200.0,23585.0,1366.0,38269.0,휴온스,243070,114,"6,320  억원",코스닥 129위,10859671,500원  l  1주,10859671,2298159,21.16%,"4.00매수  l  75,500","86,500  l  49,420","11.90배  l  4,889원",N/A  l  N/A,"2.50배  l  23,295원",0.94%,107.03배,+0.01%,,,,,,,,,,
SK바이오팜,113500.0,1000.0,-0.87%,113500.0,114000.0,237165.0,27027.0,473070.0,SK바이오팜,326030,115,"8조  8,886  억원",코스피 44위,78313250,500원  l  1주,78313250,5265241,6.72%,"4.00매수  l  148,000","192,500  l  100,000",N/A  l  -756원,-196.00배  l  -579원,"20.18배  l  5,624원",,107.03배,+0.01%,,,,,,,,,,
동아에스티,77800.0,700.0,-0.89%,77800.0,77900.0,14509.0,1129.0,31952.0,동아에스티,170900,116,"6,569  억원",코스피 310위,8443868,"5,000원  l  1주",8443868,1653137,19.58%,"4.00매수  l  106,000","101,000  l  74,600",N/A  l  -398원,"24.00배  l  3,233원","1.03배  l  75,409원",1.28%,107.03배,+0.01%,,,,,,,,,,
한미사이언스,71900.0,700.0,-0.96%,71900.0,72000.0,100114.0,7229.0,157657.0,한미사이언스,008930,117,"4조  8,392  억원",코스피 72위,67304611,500원  l  1주,67304611,969122,1.44%,N/A  l  N/A,"96,600  l  49,926",158.37배  l  454원,N/A  l  N/A,"7.04배  l  10,208원",0.27%,107.03배,+0.01%,,,,,,,,,,
고려제약 *,9900.0,100.0,-1.00%,9900.0,9940.0,37045.0,367.0,58499.0,고려제약,014570,118,"1,089  억원",코스닥 925위,11000000,500원  l  1주,11000000,382182,3.47%,N/A  l  N/A,"13,200  l  9,150",14.98배  l  661원,N/A  l  N/A,"1.47배  l  6,754원",1.51%,107.03배,+0.01%,,,,,,,,,,
부광약품,21350.0,250.0,-1.16%,21350.0,21400.0,1034283.0,22456.0,858559.0,부광약품,003000,119,"1조  5,172  억원",코스피 181위,71063049,500원  l  1주,71063049,3351277,4.72%,N/A  l  N/A,"32,713  l  17,600",N/A  l  -158원,N/A  l  N/A,"5.89배  l  3,624원",0.43%,107.03배,+0.01%,,,,,,,,,,
콜마비앤에이치 *,38600.0,550.0,-1.40%,38500.0,38600.0,98948.0,3799.0,133691.0,콜마비앤에이치,200130,120,"1조  1,404  억원",코스닥 54위,29543558,500원  l  1주,29543558,959599,3.25%,"4.00매수  l  63,500","68,200  l  37,900","15.60배  l  2,474원",N/A  l  N/A,"3.22배  l  12,001원",0.83%,107.03배,+0.01%,,,,,,,,,,
코미팜 *,10400.0,150.0,-1.42%,10350.0,10400.0,279359.0,2893.0,212572.0,코미팜,041960,121,"6,675  억원",코스닥 122위,64185876,100원  l  1주,64185876,3048637,4.75%,N/A  l  N/A,"16,600  l  9,990",N/A  l  -44원,N/A  l  N/A,"8.75배  l  1,189원",,107.03배,+0.01%,,,,,,,,,,
서울제약 *,8760.0,130.0,-1.46%,8760.0,8780.0,37538.0,331.0,45543.0,서울제약,018680,122,747  억원,코스닥 1182위,8524523,500원  l  1주,8524523,418751,4.91%,N/A  l  N/A,"13,200  l  7,780",N/A  l  -247원,N/A  l  N/A,"2.97배  l  2,947원",,107.03배,+0.01%,,,,,,,,,,
에이치엘비제약 *,26600.0,400.0,-1.48%,26600.0,26650.0,351670.0,9469.0,451540.0,에이치엘비제약,047920,123,"5,947  억원",코스닥 146위,22357821,500원  l  1주,22357821,258513,1.16%,N/A  l  N/A,"30,200  l  12,000","N/A  l  -4,212원",N/A  l  N/A,"10.19배  l  2,611원",,107.03배,+0.01%,,,,,,,,,,
HK이노엔 *,59700.0,900.0,-1.49%,59700.0,59800.0,347254.0,20816.0,428323.0,HK이노엔,195940,124,"1조  7,256  억원",코스닥 28위,28904499,500원  l  1주,28904499,463799,1.60%,N/A  l  N/A,"78,900  l  58,900","41.72배  l  1,431원",N/A  l  N/A,"1.72배  l  34,625원",,107.03배,+0.01%,,,,,,,,,,
지놈앤컴퍼니 *,49750.0,850.0,-1.68%,49700.0,49750.0,155057.0,7764.0,328790.0,지놈앤컴퍼니,314130,125,"6,690  억원",코스닥 120위,13447465,500원  l  1주,13447465,52535,0.39%,N/A  l  N/A,"95,000  l  33,900",,N/A  l  N/A,,,107.03배,+0.01%,,"N/A  l  -2,688원","6.87배  l  7,242원",,,,,,,
경보제약,11650.0,200.0,-1.69%,11650.0,11700.0,135039.0,1570.0,53227.0,경보제약,214390,126,"2,785  억원",코스피 527위,23906860,500원  l  1주,23906860,194845,0.82%,N/A  l  N/A,"22,600  l  9,080",94.72배  l  123원,N/A  l  N/A,"1.81배  l  6,442원",0.86%,107.03배,+0.01%,,,,,,,,,,
메드팩토 *,59900.0,1100.0,-1.80%,59800.0,59900.0,79111.0,4753.0,107238.0,메드팩토,235980,127,"1조  2,286  억원",코스닥 50위,20510342,500원  l  1주,20510342,1216720,5.93%,N/A  l  N/A,"126,200  l  54,200",N/A  l  -932원,N/A  l  N/A,"22.23배  l  2,694원",,107.03배,+0.01%,,,,,,,,,,
신일제약 *,16300.0,300.0,-1.81%,16300.0,16350.0,110018.0,1804.0,331481.0,신일제약,012790,128,"1,828  억원",코스닥 587위,11217186,500원  l  1주,11217186,93718,0.84%,N/A  l  N/A,"35,606  l  12,850",33.82배  l  482원,N/A  l  N/A,"1.62배  l  10,039원",0.60%,107.03배,+0.01%,,,,,,,,,,
에이디엠코리아 *,6040.0,120.0,-1.95%,6040.0,6050.0,259734.0,1581.0,391150.0,에이디엠코리아,187660,129,"1,319  억원",코스닥 794위,21836250,100원  l  1주,21836250,53352,0.24%,N/A  l  N/A,"11,000  l  5,220",,N/A  l  N/A,,,107.03배,+0.01%,,27.58배  l  219원,"4.00배  l  1,510원",,,,,,,
엔지켐생명과학 *,85000.0,1700.0,-1.96%,84900.0,85000.0,92978.0,8000.0,131631.0,엔지켐생명과학,183490,130,"7,082  억원",코스닥 106위,8331345,500원  l  1주,8331345,727521,8.73%,N/A  l  N/A,"159,000  l  77,200","N/A  l  -2,755원",N/A  l  N/A,"8.30배  l  10,240원",,107.03배,+0.01%,,,,,,,,,,
네오이뮨텍(Reg.S) *,9680.0,200.0,-2.02%,9680.0,9690.0,310263.0,3006.0,459385.0,네오이뮨텍(Reg.S),950220,131,"9,527  억원",코스닥 74위,98417010,,98417010,7873251,8.00%,N/A  l  N/A,"17,450  l  9,350",N/A  l  -488원,N/A  l  N/A,"5.40배  l  1,792원",,107.03배,+0.01%,,,,,,,,,,
CMG제약 *,4290.0,90.0,-2.05%,4290.0,4295.0,928854.0,3996.0,773758.0,CMG제약,058820,132,"5,958  억원",코스닥 143위,138892244,500원  l  1주,138892244,8165746,5.88%,N/A  l  N/A,"7,100  l  4,145",N/A  l  -5원,N/A  l  N/A,"3.26배  l  1,314원",,107.03배,+0.01%,,,,,,,,,,
동국제약 *,23800.0,500.0,-2.06%,23800.0,23850.0,147398.0,3518.0,162573.0,동국제약,086450,133,1조  581  억원,코스닥 63위,44460000,500원  l  1주,44460000,7987840,17.97%,"4.00매수  l  31,500","33,650  l  22,650","20.52배  l  1,160원",N/A  l  N/A,"2.48배  l  9,613원",0.76%,107.03배,+0.01%,,,,,,,,,,
동성제약,10750.0,250.0,-2.27%,10750.0,10800.0,188624.0,2039.0,260507.0,동성제약,002210,134,"2,806  억원",코스피 522위,26100970,"1,000원  l  1주",26100970,1267712,4.86%,N/A  l  N/A,"17,000  l  9,290",N/A  l  -378원,N/A  l  N/A,"4.73배  l  2,273원",,107.03배,+0.01%,,,,,,,,,,
휴메딕스 *,34950.0,850.0,-2.37%,34750.0,34950.0,95076.0,3321.0,87621.0,휴메딕스,200670,135,"3,485  억원",코스닥 281위,9971194,500원  l  1주,9971194,619820,6.22%,"4.00매수  l  45,333","44,600  l  20,350","21.80배  l  1,603원","19.00배  l  1,825원","2.69배  l  12,995원",1.14%,107.03배,+0.01%,,,,,,,,,,
에스텍파마 *,11850.0,300.0,-2.47%,11800.0,11850.0,120968.0,1434.0,206738.0,에스텍파마,041910,136,"1,410  억원",코스닥 741위,11898263,500원  l  1주,11898263,190089,1.60%,N/A  l  N/A,"15,400  l  10,000",15.57배  l  761원,N/A  l  N/A,"1.20배  l  9,853원",0.84%,107.03배,+0.01%,,,,,,,,,,
휴온스글로벌 *,65500.0,1700.0,-2.53%,65400.0,65500.0,138833.0,9118.0,115891.0,휴온스글로벌,084110,137,"7,880  억원",코스닥 95위,12030289,500원  l  1주,12030289,1043640,8.68%,N/A  l  N/A,"82,300  l  25,900","19.65배  l  3,333원",N/A  l  N/A,"1.84배  l  35,553원",0.58%,107.03배,+0.01%,,,,,,,,,,
에스티팜 *,109200.0,3000.0,-2.67%,109200.0,109300.0,156423.0,17227.0,153418.0,에스티팜,237690,138,2조  372  억원,코스닥 21위,18656000,500원  l  1주,18656000,31697,0.17%,"4.00매수  l  133,333","145,200  l  55,000",N/A  l  -570원,252.00배  l  434원,"6.88배  l  15,876원",,107.03배,+0.01%,,,,,,,,,,
퓨쳐켐 *,18500.0,550.0,-2.89%,18500.0,18600.0,196351.0,3645.0,174667.0,퓨쳐켐,220100,139,"2,524  억원",코스닥 413위,13645971,500원  l  1주,13645971,324420,2.38%,N/A  l  N/A,"25,900  l  10,800","N/A  l  -1,403원",N/A  l  N/A,"4.50배  l  4,114원",,107.03배,+0.01%,,,,,,,,,,
녹십자홀딩스,32150.0,1000.0,-3.02%,32150.0,32200.0,171600.0,5552.0,149376.0,녹십자홀딩스,005250,140,"1조  5,120  억원",코스피 182위,47028210,500원  l  1주,47028210,2541325,5.40%,N/A  l  N/A,"56,300  l  21,400","9.92배  l  3,242원",N/A  l  N/A,"1.58배  l  20,381원",1.55%,107.03배,+0.01%,,,,,,,,,,
바이젠셀 *,49300.0,1600.0,-3.14%,49250.0,49300.0,196767.0,9841.0,181777.0,바이젠셀,308080,141,"4,650  억원",코스닥 204위,9432400,500원  l  1주,9432400,18644,0.20%,N/A  l  N/A,"78,000  l  50,500",,N/A  l  N/A,,,107.03배,+0.01%,,"N/A  l  -1,385원","21.16배  l  2,330원",,,,,,,
내츄럴엔도텍 *,9970.0,330.0,-3.20%,9970.0,9980.0,2177247.0,22248.0,5075782.0,내츄럴엔도텍,168330,142,"2,907  억원",코스닥 354위,29157684,500원  l  1주,29157684,609995,2.09%,N/A  l  N/A,"12,000  l  5,050",N/A  l  -17원,N/A  l  N/A,"6.95배  l  1,434원",,107.03배,+0.01%,,,,,,,,,,
국전약품 *,11750.0,650.0,-5.24%,11750.0,11800.0,3538279.0,41875.0,3958428.0,국전약품,307750,143,"5,766  억원",코스닥 152위,49069269,100원  l  1주,49069269,174484,0.36%,N/A  l  N/A,"14,500  l  2,959",,N/A  l  N/A,,,107.03배,+0.01%,,N/A  l  -80원,"7.08배  l  1,660원",,,,,,,
프레스티지바이오로직스 *,15150.0,1050.0,-6.48%,15150.0,15200.0,625678.0,9678.0,501201.0,프레스티지바이오로직스,334970,144,"7,152  억원",코스닥 103위,47206389,500원  l  1주,47206389,10209006,21.63%,N/A  l  N/A,"21,550  l  11,700","N/A  l  -1,133원",N/A  l  N/A,"6.11배  l  2,480원",,107.03배,+0.01%,,,,,,,,,,
녹십자홀딩스2우,73700.0,5300.0,-6.71%,73700.0,74100.0,4719.0,356.0,2832.0,녹십자홀딩스2우,005257,145,623  억원,코스피 986위,845990,500원  l  1주,845990,591,0.07%,N/A  l  N/A,"237,000  l  61,600","22.73배  l  3,242원",N/A  l  N/A,"3.62배  l  20,381원",0.68%,107.03배,+0.01%,,,,,,,,,,
녹십자,354000.0,25500.0,-6.72%,354000.0,354500.0,339546.0,120234.0,133432.0,녹십자,006280,146,"4조  1,370  억원",코스피 82위,11686538,"5,000원  l  1주",11686538,2519699,21.56%,"4.00매수  l  457,143","538,000  l  209,000","44.26배  l  7,998원","46.00배  l  7,617원","3.61배  l  98,182원",0.42%,107.03배,+0.01%,,,,,,,,,,
프레스티지바이오파마,34450.0,2750.0,-7.39%,34400.0,34450.0,1137115.0,39909.0,669255.0,프레스티지바이오파마,950210,147,2조  703  억원,코스피 152위,60096155,,60096155,38571511,64.18%,"4.00매수  l  40,000","54,000  l  24,200",,N/A  l  N/A,,,107.03배,+0.01%,,,,,,,,,N/A  l  -336원,"3.61배  l  9,552원"
안트로젠 *,71000.0,8100.0,-10.24%,71000.0,71100.0,523206.0,37844.0,82121.0,안트로젠,065660,148,"6,690  억원",코스닥 121위,9421845,500원  l  1주,9421845,794730,8.43%,N/A  l  N/A,"101,500  l  41,800","14,200.00배  l  5원",N/A  l  N/A,"6.53배  l  10,875원",,107.03배,+0.01%,,,,,,,,,,
